route,grade,grade_band,discipline,grade_system,area,wall,source,latitude,longitude,row_key,notion_page_id,status,coord_source
4einhalb,6b+,Boulder,boulder,Font,Bucklige Welt,Black Metal,Keltenkalk,47.65241,16.139402,Bucklige Welt | Black Metal | 4einhalb,,in Notion DB,outdooractive: Bucklige Welt / Black Metal Block (272950208)
Nordostriss,6-,5-7,sport,UIAA,Helenental,Badener Turm,Österreich Ost,48.004486,16.183675,Helenental | Badener Turm | Nordostriss,3a921413-5351-818a-8756-f2ee1b517273,review (Helenental) — in DB,master xlsx: Badener Turm
Ausstiegsvariante,4,1-4,sport,UIAA,Helenental,Badener Turm,Österreich Ost,48.004486,16.183675,Helenental | Badener Turm | Ausstiegsvariante,3a921413-5351-81ac-96b5-e064597b0011,review (Helenental) — in DB,master xlsx: Badener Turm
Normalweg,4-,1-4,sport,UIAA,Helenental,Badener Turm,Österreich Ost,48.004486,16.183675,Helenental | Badener Turm | Normalweg,3a921413-5351-817b-bc5f-cb39cfd4ad9b,review (Helenental) — in DB,master xlsx: Badener Turm
Turmfalke,5-,5-7,sport,UIAA,Helenental,Badener Turm,Österreich Ost,48.004486,16.183675,Helenental | Badener Turm | Turmfalke,3a921413-5351-8126-b3f1-dcf825a30d2e,review (Helenental) — in DB,master xlsx: Badener Turm
The Stand,7-,5-7,sport,UIAA,Helenental,Badener Turm,Österreich Ost,48.004486,16.183675,Helenental | Badener Turm | The Stand,3a921413-5351-81aa-a97d-eef5dc3c347d,review (Helenental) — in DB,master xlsx: Badener Turm
The Bell,6+,5-7,sport,UIAA,Helenental,Badener Turm,Österreich Ost,48.004486,16.183675,Helenental | Badener Turm | The Bell,3a921413-5351-81da-bb77-e586aa31a0a3,review (Helenental) — in DB,master xlsx: Badener Turm
Grindula,6,5-7,sport,UIAA,Helenental,Badener Turm,Österreich Ost,48.004486,16.183675,Helenental | Badener Turm | Grindula,3a921413-5351-811d-90a5-ecfda485de8e,review (Helenental) — in DB,master xlsx: Badener Turm
Direkte Westwand,7+/8-,5-7,sport,UIAA,Helenental,Badener Turm,Österreich Ost,48.004486,16.183675,Helenental | Badener Turm | Direkte Westwand,3a921413-5351-8132-87df-d7eabe29b886,review (Helenental) — in DB,master xlsx: Badener Turm
B.E.-Kante,7-,5-7,sport,UIAA,Helenental,Badener Turm,Österreich Ost,48.004486,16.183675,Helenental | Badener Turm | B.E.-Kante,3a921413-5351-81d4-ab17-c2d9dbba2709,review (Helenental) — in DB,master xlsx: Badener Turm
Ariel Futur,6+,5-7,sport,UIAA,Helenental,Badener Turm,Österreich Ost,48.004486,16.183675,Helenental | Badener Turm | Ariel Futur,3a921413-5351-81d7-a716-cb14d893c116,review (Helenental) — in DB,master xlsx: Badener Turm
Wildschwein,7,5-7,sport,UIAA,Helenental,Badener Turm,Österreich Ost,48.004486,16.183675,Helenental | Badener Turm | Wildschwein,3a921413-5351-8121-9508-cde2a2527337,review (Helenental) — in DB,master xlsx: Badener Turm
Bügelbrett,6+/7-,5-7,sport,UIAA,Helenental,Badener Turm,Österreich Ost,48.004486,16.183675,Helenental | Badener Turm | Bügelbrett,3a921413-5351-8126-94f7-ed5b70433bd7,review (Helenental) — in DB,master xlsx: Badener Turm
Südostriss (Badener Turm),6,5-7,sport,UIAA,Helenental,Badener Turm,Österreich Ost,48.004486,16.183675,Helenental | Badener Turm | Südostriss (Badener Turm),3a921413-5351-8148-821b-e024e6a5805c,review (Helenental) — in DB,master xlsx: Badener Turm
Ostriss,4,1-4,sport,UIAA,Helenental,Badener Turm,Österreich Ost,48.004486,16.183675,Helenental | Badener Turm | Ostriss,3a921413-5351-8102-a0bc-cd0e4ed3dbd7,review (Helenental) — in DB,master xlsx: Badener Turm
Pestanz,6a,Boulder,boulder,Font,Helenental,Badener Turm (Boulder),Österreich Ost,48.004486,16.183675,Helenental | Badener Turm (Boulder) | Pestanz,,review (Helenental) — new,master xlsx: Badener Turm (boulder variant)
Gilbhart,5b,Boulder,boulder,Font,Helenental,Badener Turm (Boulder),Österreich Ost,48.004486,16.183675,Helenental | Badener Turm (Boulder) | Gilbhart,3a921413-5351-811b-9365-c6e64a8e7e32,review (Helenental) — in DB,master xlsx: Badener Turm (boulder variant)
Laubfrosch,6+,5-7,sport,UIAA,Helenental,Jammerwandl,Österreich Ost,48.015336,16.198289,Helenental | Jammerwandl | Laubfrosch,,review (Helenental) — new,master xlsx: Jammerwandl
Berta,7-,5-7,sport,UIAA,Helenental,Jammerwandl,Österreich Ost,48.015336,16.198289,Helenental | Jammerwandl | Berta,,review (Helenental) — new,master xlsx: Jammerwandl
Bertl,6-,5-7,sport,UIAA,Helenental,Jammerwandl,Österreich Ost,48.015336,16.198289,Helenental | Jammerwandl | Bertl,,review (Helenental) — new,master xlsx: Jammerwandl
Lueg emol es bitzeli,4+,1-4,sport,UIAA,Helenental,Jammerwandl,Österreich Ost,48.015336,16.198289,Helenental | Jammerwandl | Lueg emol es bitzeli,,review (Helenental) — new,master xlsx: Jammerwandl
Dacquis,5+,5-7,sport,UIAA,Helenental,Jammerwandl,Österreich Ost,48.015336,16.198289,Helenental | Jammerwandl | Dacquis,,review (Helenental) — new,master xlsx: Jammerwandl
Das grosse Aufwärmen,7-,5-7,sport,UIAA,Helenental,Jammerwandl,Österreich Ost,48.015336,16.198289,Helenental | Jammerwandl | Das grosse Aufwärmen,,review (Helenental) — new,master xlsx: Jammerwandl
Das kleine Aufwärmen,5,5-7,sport,UIAA,Helenental,Jammerwandl,Österreich Ost,48.015336,16.198289,Helenental | Jammerwandl | Das kleine Aufwärmen,,review (Helenental) — new,master xlsx: Jammerwandl
Bunte Kuh,7,5-7,sport,UIAA,Helenental,Jammerwandl,Österreich Ost,48.015336,16.198289,Helenental | Jammerwandl | Bunte Kuh,,review (Helenental) — new,master xlsx: Jammerwandl
Junge Römer,7+,5-7,sport,UIAA,Helenental,Jammerwandl,Österreich Ost,48.015336,16.198289,Helenental | Jammerwandl | Junge Römer,,review (Helenental) — new,master xlsx: Jammerwandl
Das Comeback,7-,5-7,sport,UIAA,Helenental,Jammerwandl,Österreich Ost,48.015336,16.198289,Helenental | Jammerwandl | Das Comeback,,review (Helenental) — new,master xlsx: Jammerwandl
Golden Ambrosia,7,5-7,sport,UIAA,Helenental,Jammerwandl,Österreich Ost,48.015336,16.198289,Helenental | Jammerwandl | Golden Ambrosia,,review (Helenental) — new,master xlsx: Jammerwandl
Jammer Pepi,6+,5-7,sport,UIAA,Helenental,Jammerwandl,Österreich Ost,48.015336,16.198289,Helenental | Jammerwandl | Jammer Pepi,,review (Helenental) — new,master xlsx: Jammerwandl
Unschlüssig,8,8-11,sport,UIAA,Helenental,Jammerwandl,Österreich Ost,48.015336,16.198289,Helenental | Jammerwandl | Unschlüssig,,review (Helenental) — new,master xlsx: Jammerwandl
Direkter Einstieg (Jammerwandl a),5,5-7,sport,UIAA,Helenental,Jammerwandl,Österreich Ost,48.015336,16.198289,Helenental | Jammerwandl | Direkter Einstieg (Jammerwandl a),3a921413-5351-8123-9f01-fcc196fd52be,review (Helenental) — in DB,master xlsx: Jammerwandl
Mayflower Nr 1,5+,5-7,sport,UIAA,Helenental,Jammerwandl,Österreich Ost,48.015336,16.198289,Helenental | Jammerwandl | Mayflower Nr 1,,review (Helenental) — new,master xlsx: Jammerwandl
Direkter Einstieg (Jammerwandl b),5+,5-7,sport,UIAA,Helenental,Jammerwandl,Österreich Ost,48.015336,16.198289,Helenental | Jammerwandl | Direkter Einstieg (Jammerwandl b),3a921413-5351-8123-9f01-fcc196fd52be,review (Helenental) — in DB,master xlsx: Jammerwandl
Plattenzauber,6,5-7,sport,UIAA,Helenental,Jammerwandl,Österreich Ost,48.015336,16.198289,Helenental | Jammerwandl | Plattenzauber,,review (Helenental) — new,master xlsx: Jammerwandl
Topstar,7,5-7,sport,UIAA,Helenental,Jammerwandl,Österreich Ost,48.015336,16.198289,Helenental | Jammerwandl | Topstar,,review (Helenental) — new,master xlsx: Jammerwandl
Kurze Kamine,5,5-7,sport,UIAA,Helenental,Jammerwandl,Österreich Ost,48.015336,16.198289,Helenental | Jammerwandl | Kurze Kamine,,review (Helenental) — new,master xlsx: Jammerwandl
Variante (Jammerwandl),6+/7-,5-7,sport,UIAA,Helenental,Jammerwandl,Österreich Ost,48.015336,16.198289,Helenental | Jammerwandl | Variante (Jammerwandl),3a921413-5351-816e-96e6-d7e49e83dad5,review (Helenental) — in DB,master xlsx: Jammerwandl
Sai ned faaad,9-,8-11,sport,UIAA,Helenental,Jammerwandl,Österreich Ost,48.015336,16.198289,Helenental | Jammerwandl | Sai ned faaad,,review (Helenental) — new,master xlsx: Jammerwandl
Faade Nocken,6+,5-7,sport,UIAA,Helenental,Jammerwandl,Österreich Ost,48.015336,16.198289,Helenental | Jammerwandl | Faade Nocken,,review (Helenental) — new,master xlsx: Jammerwandl
Teststrecke,6,5-7,sport,UIAA,Helenental,Jammerwandl,Österreich Ost,48.015336,16.198289,Helenental | Jammerwandl | Teststrecke,,review (Helenental) — new,master xlsx: Jammerwandl
Ohne Baum,6+,5-7,sport,UIAA,Helenental,Jammerwandl,Österreich Ost,48.015336,16.198289,Helenental | Jammerwandl | Ohne Baum,,review (Helenental) — new,master xlsx: Jammerwandl
Schuppe der Zweifel,6,5-7,sport,UIAA,Helenental,Jammerwandl,Österreich Ost,48.015336,16.198289,Helenental | Jammerwandl | Schuppe der Zweifel,,review (Helenental) — new,master xlsx: Jammerwandl
Schokopalatschinke,6+,5-7,sport,UIAA,Helenental,Jammerwandl,Österreich Ost,48.015336,16.198289,Helenental | Jammerwandl | Schokopalatschinke,,review (Helenental) — new,master xlsx: Jammerwandl
Hexalotte,7-,5-7,sport,UIAA,Helenental,Jammerwandl,Österreich Ost,48.015336,16.198289,Helenental | Jammerwandl | Hexalotte,,review (Helenental) — new,master xlsx: Jammerwandl
Wilder Schnittlauch,5,5-7,sport,UIAA,Helenental,Jammerwandl,Österreich Ost,48.015336,16.198289,Helenental | Jammerwandl | Wilder Schnittlauch,,review (Helenental) — new,master xlsx: Jammerwandl
Terassendiagonale,5+,5-7,sport,UIAA,Helenental,Jammerwandl,Österreich Ost,48.015336,16.198289,Helenental | Jammerwandl | Terassendiagonale,,review (Helenental) — new,master xlsx: Jammerwandl
Ameisenbär,6+,5-7,sport,UIAA,Helenental,Jammerwandl,Österreich Ost,48.015336,16.198289,Helenental | Jammerwandl | Ameisenbär,,review (Helenental) — new,master xlsx: Jammerwandl
Tante Emma,7,5-7,sport,UIAA,Helenental,Jammerwandl,Österreich Ost,48.015336,16.198289,Helenental | Jammerwandl | Tante Emma,,review (Helenental) — new,master xlsx: Jammerwandl
Putzteufel,5+,5-7,sport,UIAA,Helenental,Jammerwandl,Österreich Ost,48.015336,16.198289,Helenental | Jammerwandl | Putzteufel,,review (Helenental) — new,master xlsx: Jammerwandl
Efeuteufel,8,8-11,sport,UIAA,Helenental,Jammerwandl,Österreich Ost,48.015336,16.198289,Helenental | Jammerwandl | Efeuteufel,,review (Helenental) — new,master xlsx: Jammerwandl
Efeuzorn,7,5-7,sport,UIAA,Helenental,Jammerwandl,Österreich Ost,48.015336,16.198289,Helenental | Jammerwandl | Efeuzorn,,review (Helenental) — new,master xlsx: Jammerwandl
Invasion der Ameisen,7-,5-7,sport,UIAA,Helenental,Jammerwandl,Österreich Ost,48.015336,16.198289,Helenental | Jammerwandl | Invasion der Ameisen,,review (Helenental) — new,master xlsx: Jammerwandl
Ameisenmord,7,5-7,sport,UIAA,Helenental,Jammerwandl,Österreich Ost,48.015336,16.198289,Helenental | Jammerwandl | Ameisenmord,,review (Helenental) — new,master xlsx: Jammerwandl
Sonnenkante,4+,1-4,sport,UIAA,Helenental,Jammerwandl,Österreich Ost,48.015336,16.198289,Helenental | Jammerwandl | Sonnenkante,,review (Helenental) — new,master xlsx: Jammerwandl
Schleudergefahr,8-,8-11,sport,UIAA,Helenental,Engelstein,Österreich Ost,48.015914,16.196654,Helenental | Engelstein | Schleudergefahr,3a921413-5351-81da-bea2-f96f3be7d7f6,review (Helenental) — in DB,master xlsx: Engelstein
Drum Dream,7,5-7,sport,UIAA,Helenental,Engelstein,Österreich Ost,48.015914,16.196654,Helenental | Engelstein | Drum Dream,3a921413-5351-8166-8f13-e675fa347222,review (Helenental) — in DB,master xlsx: Engelstein
Adolfons,8,8-11,sport,UIAA,Helenental,Engelstein,Österreich Ost,48.015914,16.196654,Helenental | Engelstein | Adolfons,3a921413-5351-81e8-ab47-ed2dfb05025e,review (Helenental) — in DB,master xlsx: Engelstein
Katzenjammer,8,8-11,sport,UIAA,Helenental,Engelstein,Österreich Ost,48.015914,16.196654,Helenental | Engelstein | Katzenjammer,3a921413-5351-812b-891f-d99b45771df8,review (Helenental) — in DB,master xlsx: Engelstein
Schlichtweg,8,8-11,sport,UIAA,Helenental,Engelstein,Österreich Ost,48.015914,16.196654,Helenental | Engelstein | Schlichtweg,3a921413-5351-8141-a4ac-c80fa942d3d4,review (Helenental) — in DB,master xlsx: Engelstein
Heaven and Hell,7+,5-7,sport,UIAA,Helenental,Engelstein,Österreich Ost,48.015914,16.196654,Helenental | Engelstein | Heaven and Hell,3a921413-5351-813c-bfa3-f13d3eb32070,review (Helenental) — in DB,master xlsx: Engelstein
Weg aus dem Fisch,8,8-11,sport,UIAA,Helenental,Engelstein,Österreich Ost,48.015914,16.196654,Helenental | Engelstein | Weg aus dem Fisch,3a921413-5351-8190-a940-eca24f5fae25,review (Helenental) — in DB,master xlsx: Engelstein
Happy Day,8-,8-11,sport,UIAA,Helenental,Engelstein,Österreich Ost,48.015914,16.196654,Helenental | Engelstein | Happy Day,3a921413-5351-8179-bd2a-f601e4bb78ce,review (Helenental) — in DB,master xlsx: Engelstein
Yellow Submarine,8-,8-11,sport,UIAA,Helenental,Engelstein,Österreich Ost,48.015914,16.196654,Helenental | Engelstein | Yellow Submarine,3a921413-5351-81d5-bce6-f96b3c612567,review (Helenental) — in DB,master xlsx: Engelstein
Tollwut,7+,5-7,sport,UIAA,Helenental,Engelstein,Österreich Ost,48.015914,16.196654,Helenental | Engelstein | Tollwut,3a921413-5351-8121-bb51-f1bc5c3ccb57,review (Helenental) — in DB,master xlsx: Engelstein
Onsight Adelheid,8,8-11,sport,UIAA,Helenental,Engelstein,Österreich Ost,48.015914,16.196654,Helenental | Engelstein | Onsight Adelheid,3a921413-5351-81b8-bc31-d0ed8f507e1b,review (Helenental) — in DB,master xlsx: Engelstein
Kabanossi,7+,5-7,sport,UIAA,Helenental,Engelstein,Österreich Ost,48.015914,16.196654,Helenental | Engelstein | Kabanossi,3a921413-5351-810a-9c87-ef374679340f,review (Helenental) — in DB,master xlsx: Engelstein
Bissige Kreuzspinne,6+,5-7,sport,UIAA,Helenental,Engelstein,Österreich Ost,48.015914,16.196654,Helenental | Engelstein | Bissige Kreuzspinne,3a921413-5351-8135-9c55-cb3d715e1735,review (Helenental) — in DB,master xlsx: Engelstein
Ossikaba,7+,5-7,sport,UIAA,Helenental,Engelstein,Österreich Ost,48.015914,16.196654,Helenental | Engelstein | Ossikaba,3a921413-5351-81c5-a079-f73bc494c27f,review (Helenental) — in DB,master xlsx: Engelstein
Gichtfinger,9-,8-11,sport,UIAA,Helenental,Engelstein,Österreich Ost,48.015914,16.196654,Helenental | Engelstein | Gichtfinger,3a921413-5351-81b2-af66-d6b1bda7d9e9,review (Helenental) — in DB,master xlsx: Engelstein
Ameisenflipp,5+,5-7,sport,UIAA,Helenental,Engelstein,Österreich Ost,48.015914,16.196654,Helenental | Engelstein | Ameisenflipp,3a921413-5351-8121-b184-d741f86426e8,review (Helenental) — in DB,master xlsx: Engelstein
Kurzer Murx,6-,5-7,sport,UIAA,Helenental,Engelstein,Österreich Ost,48.015914,16.196654,Helenental | Engelstein | Kurzer Murx,3a921413-5351-8118-8b23-ffbd0952c314,review (Helenental) — in DB,master xlsx: Engelstein
Helmatraverse,8a,Boulder,boulder,Font,Helenental,Engelstein (Boulder),Österreich Ost,48.015914,16.196654,Helenental | Engelstein (Boulder) | Helmatraverse,3a921413-5351-8129-a450-d8fa6874bca2,review (Helenental) — in DB,master xlsx: Engelstein (boulder variant)
Unterarmalarm,4+,1-4,sport,UIAA,Helenental,Dachswandl,Österreich Ost,48.016705,16.19788,Helenental | Dachswandl | Unterarmalarm,,review (Helenental) — new,"theCrag: Dach-, Osp- und Voglwandl (761450424)"
Wilder Dachs,6+,5-7,sport,UIAA,Helenental,Dachswandl,Österreich Ost,48.016705,16.19788,Helenental | Dachswandl | Wilder Dachs,,review (Helenental) — new,"theCrag: Dach-, Osp- und Voglwandl (761450424)"
Bissiger Dachs,7,5-7,sport,UIAA,Helenental,Dachswandl,Österreich Ost,48.016705,16.19788,Helenental | Dachswandl | Bissiger Dachs,,review (Helenental) — new,"theCrag: Dach-, Osp- und Voglwandl (761450424)"
Dachsfalle,6+,5-7,sport,UIAA,Helenental,Dachswandl,Österreich Ost,48.016705,16.19788,Helenental | Dachswandl | Dachsfalle,,review (Helenental) — new,"theCrag: Dach-, Osp- und Voglwandl (761450424)"
Dachsfell,5+,5-7,sport,UIAA,Helenental,Dachswandl,Österreich Ost,48.016705,16.19788,Helenental | Dachswandl | Dachsfell,,review (Helenental) — new,"theCrag: Dach-, Osp- und Voglwandl (761450424)"
Dachsbeute,5+,5-7,sport,UIAA,Helenental,Dachswandl,Österreich Ost,48.016705,16.19788,Helenental | Dachswandl | Dachsbeute,,review (Helenental) — new,"theCrag: Dach-, Osp- und Voglwandl (761450424)"
Bröselriss,3+,1-4,sport,UIAA,Helenental,Dachswandl,Österreich Ost,48.016705,16.19788,Helenental | Dachswandl | Bröselriss,,review (Helenental) — new,"theCrag: Dach-, Osp- und Voglwandl (761450424)"
Little OSP,9-,8-11,sport,UIAA,Helenental,Ospwandl,Österreich Ost,48.01669,16.19777,Helenental | Ospwandl | Little OSP,,review (Helenental) — new,theCrag: Ospwandl (3184762533)
Saft,8,8-11,sport,UIAA,Helenental,Ospwandl,Österreich Ost,48.01669,16.19777,Helenental | Ospwandl | Saft,,review (Helenental) — new,theCrag: Ospwandl (3184762533)
Primorka,8+/9-,8-11,sport,UIAA,Helenental,Ospwandl,Österreich Ost,48.01669,16.19777,Helenental | Ospwandl | Primorka,,review (Helenental) — new,theCrag: Ospwandl (3184762533)
Cooper Hard,8-/8,8-11,sport,UIAA,Helenental,Ospwandl,Österreich Ost,48.01669,16.19777,Helenental | Ospwandl | Cooper Hard,,review (Helenental) — new,theCrag: Ospwandl (3184762533)
Cooper,7+/8-,5-7,sport,UIAA,Helenental,Ospwandl,Österreich Ost,48.01669,16.19777,Helenental | Ospwandl | Cooper,,review (Helenental) — new,theCrag: Ospwandl (3184762533)
Poltergeist (Ospwandl),7+,5-7,sport,UIAA,Helenental,Ospwandl,Österreich Ost,48.01669,16.19777,Helenental | Ospwandl | Poltergeist (Ospwandl),3a921413-5351-81c1-8512-cb693b704ca9,review (Helenental) — in DB,theCrag: Ospwandl (3184762533)
Rum,6b,Boulder,boulder,Font,Helenental,Rum (Boulder),Österreich Ost,48.016705,16.19788,Helenental | Rum (Boulder) | Rum,,review (Helenental) — new,"theCrag: Dach-, Osp- und Voglwandl (761450424) Rumwandl"
Pezi Bär,7a,Boulder,boulder,Font,Helenental,Rum (Boulder),Österreich Ost,48.016705,16.19788,Helenental | Rum (Boulder) | Pezi Bär,,review (Helenental) — new,"theCrag: Dach-, Osp- und Voglwandl (761450424) Rumwandl"
Bier,6a,Boulder,boulder,Font,Helenental,Rum (Boulder),Österreich Ost,48.016705,16.19788,Helenental | Rum (Boulder) | Bier,,review (Helenental) — new,"theCrag: Dach-, Osp- und Voglwandl (761450424) Rumwandl"
Outside,6-,5-7,sport,UIAA,Helenental,Vogelwandl,Österreich Ost,48.016494,16.198491,Helenental | Vogelwandl | Outside,,review (Helenental) — new,OSM fuzzy (0.95): Voglwandl
Doppelte Arbeit,5+,5-7,sport,UIAA,Helenental,Vogelwandl,Österreich Ost,48.016494,16.198491,Helenental | Vogelwandl | Doppelte Arbeit,,review (Helenental) — new,OSM fuzzy (0.95): Voglwandl
Pfeilerriss,5-,5-7,sport,UIAA,Helenental,Vogelwandl,Österreich Ost,48.016494,16.198491,Helenental | Vogelwandl | Pfeilerriss,,review (Helenental) — new,OSM fuzzy (0.95): Voglwandl
Schwanenhals,6,5-7,sport,UIAA,Helenental,Vogelwandl,Österreich Ost,48.016494,16.198491,Helenental | Vogelwandl | Schwanenhals,,review (Helenental) — new,OSM fuzzy (0.95): Voglwandl
Vogelverschneidung,3+,1-4,sport,UIAA,Helenental,Vogelwandl,Österreich Ost,48.016494,16.198491,Helenental | Vogelwandl | Vogelverschneidung,,review (Helenental) — new,OSM fuzzy (0.95): Voglwandl
Sally,7-/7,5-7,sport,UIAA,Helenental,Vogelwandl,Österreich Ost,48.016494,16.198491,Helenental | Vogelwandl | Sally,,review (Helenental) — new,OSM fuzzy (0.95): Voglwandl
Flamingo Road,7+,5-7,sport,UIAA,Helenental,Vogelwandl,Österreich Ost,48.016494,16.198491,Helenental | Vogelwandl | Flamingo Road,,review (Helenental) — new,OSM fuzzy (0.95): Voglwandl
Geierwally,6,5-7,sport,UIAA,Helenental,Vogelwandl,Österreich Ost,48.016494,16.198491,Helenental | Vogelwandl | Geierwally,,review (Helenental) — new,OSM fuzzy (0.95): Voglwandl
Aasgeier,7+,5-7,sport,UIAA,Helenental,Vogelwandl,Österreich Ost,48.016494,16.198491,Helenental | Vogelwandl | Aasgeier,,review (Helenental) — new,OSM fuzzy (0.95): Voglwandl
Wiedehopf,4+,1-4,sport,UIAA,Helenental,Vogelwandl,Österreich Ost,48.016494,16.198491,Helenental | Vogelwandl | Wiedehopf,,review (Helenental) — new,OSM fuzzy (0.95): Voglwandl
Schnapsdrossel,7+,5-7,sport,UIAA,Helenental,Vogelwandl,Österreich Ost,48.016494,16.198491,Helenental | Vogelwandl | Schnapsdrossel,,review (Helenental) — new,OSM fuzzy (0.95): Voglwandl
Vogel Roch,7-/7,5-7,sport,UIAA,Helenental,Vogelwandl,Österreich Ost,48.016494,16.198491,Helenental | Vogelwandl | Vogel Roch,,review (Helenental) — new,OSM fuzzy (0.95): Voglwandl
Condor,7+,5-7,sport,UIAA,Helenental,Vogelwandl,Österreich Ost,48.016494,16.198491,Helenental | Vogelwandl | Condor,,review (Helenental) — new,OSM fuzzy (0.95): Voglwandl
Nachtigall,7-,5-7,sport,UIAA,Helenental,Vogelwandl,Österreich Ost,48.016494,16.198491,Helenental | Vogelwandl | Nachtigall,,review (Helenental) — new,OSM fuzzy (0.95): Voglwandl
Vogerltanz Direkt,6,5-7,sport,UIAA,Helenental,Vogelwandl,Österreich Ost,48.016494,16.198491,Helenental | Vogelwandl | Vogerltanz Direkt,3a921413-5351-81c1-8edd-e8753a8da4bb,review (Helenental) — in DB,OSM fuzzy (0.95): Voglwandl
Grünspecht,6+,5-7,sport,UIAA,Helenental,Vogelwandl,Österreich Ost,48.016494,16.198491,Helenental | Vogelwandl | Grünspecht,3a921413-5351-8169-8aa2-c0127f30bd75,review (Helenental) — in DB,OSM fuzzy (0.95): Voglwandl
Buchfink,6+,5-7,sport,UIAA,Helenental,Vogelwandl,Österreich Ost,48.016494,16.198491,Helenental | Vogelwandl | Buchfink,3a921413-5351-81fe-b8a8-db23f0a7864e,review (Helenental) — in DB,OSM fuzzy (0.95): Voglwandl
Bachstelze,6,5-7,sport,UIAA,Helenental,Vogelwandl,Österreich Ost,48.016494,16.198491,Helenental | Vogelwandl | Bachstelze,3a921413-5351-814d-8ad2-fb99665af72d,review (Helenental) — in DB,OSM fuzzy (0.95): Voglwandl
Variante (Vogelwandl),6/6+,5-7,sport,UIAA,Helenental,Vogelwandl,Österreich Ost,48.016494,16.198491,Helenental | Vogelwandl | Variante (Vogelwandl),3a921413-5351-817c-af96-f1c3da52d701,review (Helenental) — in DB,OSM fuzzy (0.95): Voglwandl
Vögeln erlaubt,6+,5-7,sport,UIAA,Helenental,Vogelwandl,Österreich Ost,48.016494,16.198491,Helenental | Vogelwandl | Vögeln erlaubt,3a921413-5351-8155-b64c-dc313c039d8c,review (Helenental) — in DB,OSM fuzzy (0.95): Voglwandl
Mauerläufer (Vogelwandl),7-,5-7,sport,UIAA,Helenental,Vogelwandl,Österreich Ost,48.016494,16.198491,Helenental | Vogelwandl | Mauerläufer (Vogelwandl),3a921413-5351-8183-908f-d826bfe9c17d,review (Helenental) — in DB,OSM fuzzy (0.95): Voglwandl
Kolibri,7-,5-7,sport,UIAA,Helenental,Vogelwandl,Österreich Ost,48.016494,16.198491,Helenental | Vogelwandl | Kolibri,3a921413-5351-81d6-9694-d5f7e7c452b1,review (Helenental) — in DB,OSM fuzzy (0.95): Voglwandl
Spatzenhirn,5+,5-7,sport,UIAA,Helenental,Vogelwandl,Österreich Ost,48.016494,16.198491,Helenental | Vogelwandl | Spatzenhirn,3a921413-5351-812c-9b13-ded89e25adc9,review (Helenental) — in DB,OSM fuzzy (0.95): Voglwandl
Stieglitz,5-,5-7,sport,UIAA,Helenental,Vogelwandl,Österreich Ost,48.016494,16.198491,Helenental | Vogelwandl | Stieglitz,3a921413-5351-81a6-b2ac-c80aa0367975,review (Helenental) — in DB,OSM fuzzy (0.95): Voglwandl
Bumble Bee,6-,5-7,sport,UIAA,Helenental,Zwergwandl,Österreich Ost,48.017002,16.19618,Helenental | Zwergwandl | Bumble Bee,3a921413-5351-8164-beeb-cd01cad418a9,review (Helenental) — in DB,master xlsx: Zwergwandl
Seven Pointed Ladybird,4+,1-4,sport,UIAA,Helenental,Zwergwandl,Österreich Ost,48.017002,16.19618,Helenental | Zwergwandl | Seven Pointed Ladybird,3a921413-5351-810b-815c-fd159ed7532b,review (Helenental) — in DB,master xlsx: Zwergwandl
Easy Rider (Zwergwandl),6+,5-7,sport,UIAA,Helenental,Zwergwandl,Österreich Ost,48.017002,16.19618,Helenental | Zwergwandl | Easy Rider (Zwergwandl),3a921413-5351-8192-880c-df3a9d64b7cd,review (Helenental) — in DB,master xlsx: Zwergwandl
Leutnant Webri,7+/8-,5-7,sport,UIAA,Helenental,Zwergwandl,Österreich Ost,48.017002,16.19618,Helenental | Zwergwandl | Leutnant Webri,3a921413-5351-81d4-b938-df93e95369b5,review (Helenental) — in DB,master xlsx: Zwergwandl
Nichts für schwache Geister,8-,8-11,sport,UIAA,Helenental,Zwergwandl,Österreich Ost,48.017002,16.19618,Helenental | Zwergwandl | Nichts für schwache Geister,3a921413-5351-81da-8c29-f7894fb8018d,review (Helenental) — in DB,master xlsx: Zwergwandl
Stand up and Fight,7,5-7,sport,UIAA,Helenental,Zwergwandl,Österreich Ost,48.017002,16.19618,Helenental | Zwergwandl | Stand up and Fight,3a921413-5351-8164-bcac-eb0174788c7e,review (Helenental) — in DB,master xlsx: Zwergwandl
Greenhorn,7-,5-7,sport,UIAA,Helenental,Zwergwandl,Österreich Ost,48.017002,16.19618,Helenental | Zwergwandl | Greenhorn,3a921413-5351-819c-afc0-f3d5d400329b,review (Helenental) — in DB,master xlsx: Zwergwandl
Moonlightning,6-,5-7,sport,UIAA,Helenental,Zwergwandl,Österreich Ost,48.017002,16.19618,Helenental | Zwergwandl | Moonlightning,3a921413-5351-817c-9ec5-f9d2516e371d,review (Helenental) — in DB,master xlsx: Zwergwandl
Verschneidung (Zwergwandl),4+,1-4,sport,UIAA,Helenental,Zwergwandl,Österreich Ost,48.017002,16.19618,Helenental | Zwergwandl | Verschneidung (Zwergwandl),3a921413-5351-81f0-ac0b-c48baa29322d,review (Helenental) — in DB,master xlsx: Zwergwandl
